Hospital_Name (clean),Hospital Name rev 2,Country
"RS DR. RUDY DARWIN, INDONESIA, INDONESIA, INDONESI",RS DR RUDY DARWIN,Indonesia
"KLINIK MATA NUSANTARA-KEMAYORAN, INDONESIA, INDONE",KLINIK MATA NUSANTARA KEMAYORAN,Indonesia
"RS DR SOEMANTO, INDONESIA, INDONESIA, INDONESIA, I",RS DR SOEMANTO,Indonesia
"RS APPLE EAR NOSE THROAT SINUS AND SNORING CENTRE,",APPLE EAR NOSE THROAT SINUS AND SNORING CENTRE,Singapore
"RS PAN ORTHOPAEDICS SPINE SURGERY, SINGAPORE, SIN",PAN ORTHOPAEDICS SPINE SURGERY SINGAPORE,Singapore
"RS MOUNT ALVERIA, SINGAPORE, SINGAPORE, SINGAPORE,",MOUNT ALVERNIA HOSPITAL SINGAPORE,Singapore
"RS PINNACLE JOINT SPORTS CENTRE, SINGAPORE, SINGA",PINNACLE JOINT SPORTS CENTRE PTE LTD SINGAPORE,Singapore
"RS PINNACLE ORTHOPAEDIC SPORTS CENTRE, SINGAPORE,",PINNACLE ORTHOPAEDIC SPORTS CENTRE NOVENA PTE LTD,Singapore
"RS MAHKOTA MEDICAL CENTRE Sdn. Bhd., MELAKA, Malay",MAHKOTA MEDICAL CENTRE SDN BHD MALAYSIA,Malaysia
"RS THOMSON WOMEN CANCER CENTRE PTE LTD, SINGAPORE,",THOMSON WOMEN CANCER CENTER SINGAPORE,Singapore
"RS JAKARTA, JAKARTA SELATAN, Indonesia",RS JAKARTA,Indonesia
"RS MELINDA 2 KHUSUS BEDAH, BANDUNG, Indonesia",RSU MELINDA 2,Indonesia
"RS HUSADA UTAMA SURABAYA, SURABAYA, Indonesia",RS HUSADA UTAMA SURABAYA,Indonesia
"RS MOUNT MIRIAM CANCER HOSPITAL, MALAYSIA, MALAYSI",MOUNT MIRIAM CANCER HOSPITAL MALAYSIA,Malaysia
"RS WEE BREST GENERAL SURGERY PTE LTD, SINGAPORE,",WEE BREAST GENERAL SURGERY PTE LTD SINGAPORE,Singapore
"RS GRACE RADIOLOGI, INDONESIA, INDONESIA, INDONESI",RS GRACE RADIOLOGI,Indonesia
"RS DR GATOT, INDONESIA, INDONESIA, INDONESIA, INDO",RS DR GATOT,Indonesia
"RS PRODIA LABORATORIUM MAKASSAR, MAKASSAR, Indones",PRODIA MAKASSAR,Indonesia
"RS MULYA TANGERANG, TANGERANG, Indonesia",RS MULYA TANGERANG,Indonesia
"RS HERMINA PODOMOROU, JAKARTA UTARA, Indonesia",RS HERMINA PODOMORO,Indonesia
"RS KIDDIECARE CENTRE, INDONESIA, INDONESIA, INDONE",RS KIDDIE CARE CENTRE,Indonesia
"RS EYE RETINA SURGEONS, SINGAPORE, SINGAPORE",EYE AND RETINA SURGEONS SINGAPORE,Singapore
"RS EYERETINA SURGEONS, SINGAPORE, SINGAPORE, SINGA",EYE AND RETINA SURGEONS SINGAPORE,Singapore
"RS MATA UNDAAN SURABAYA, SURABAYA, Indonesia",RS MATA UNDAAN,Indonesia
"RS PANTAI HOSPITAL PENANG, BAYAN LEPAS, Malaysia",PANTAI HOSPITAL PENANG,Malaysia
"RS YARSI JAKARTA, JAKARTA PUSAT, Indonesia",RS YARSI JAKARTA,Indonesia
"RS DR LIM JIT KHENG, SINGAPORE, SINGAPORE, SINGAPO",LIM JIT KHENG SINGAPORE,Singapore
"RSIA KENDANGSARI MERR, SURABAYA, Indonesia",RSIA KENDANGSARI MERR,Indonesia
"RS APOTEK JECONIA, INDONESIA, INDONESIA, INDONESIA",APOTEK JECONIA,Indonesia
"RS PRODIA LABORATORIUM CLINIC MALANG, MALANG, Indo",PRODIA MALANG,Indonesia
"RS DR. MOEWARDIUD, INDONESIA, INDONESIA, INDONESIA",RS D MOEWARDIUD,Indonesia
"RS DR ROSALIA DESI SUSANTO, INDONESIA, INDONESIA,",RS DR ROSALIA DESI SUSANTO,Indonesia
"RS APOTEK KIMIA FARMA SEMARANG, INDONESIA, INDONES",KIMIA FARMA SEMARANG,Indonesia
"RS GATOT SUBROTO (NON PAVILIUN)PAD, JAKARTA PUSAT,",RSPAD GATOT SOEBROTO NON PAVILIUN,Indonesia
"RS SUMBER BAHAGIA SEJAHTERA ABADI, SURABAYA, INDON",RS SUMBER BAHAGIA SEJAHTERA ABADI,Indonesia
"RS SILOAM HOSPITALS KUPANG, KUPANG, Indonesia",SILOAM HOSPITAL KUPANG,Indonesia
"KLINIK MATA NUSANTARA-KEBON JERUK, INDONESIA, INDO",KLINIK MATA NUSANTARA KEBON JERUK,Indonesia
"RS MEDAN EYE CENTER, INDONESIA, INDONESIA, INDONES",RS MEDAN EYE CENTER,Indonesia
"KLINIK KT CHOW SB, MALAYSIA, MALAYSIA, MALAYSIA, M",KT CHOW SB MALAYSIA,Malaysia
"RS PERMATA CIREBON, CIREBON, Indonesia",RS PERMATA CIREBON,Indonesia
"RS MOUNT MIRIAN CANCER HOSPITAL, MALAYSIA, MALAYSI",MOUNT MIRIAM CANCER HOSPITAL MALAYSIA,Malaysia
"RS MALEO, INDONESIA, INDONESIA, INDONESIA, INDONES",RS MALEO PAPUA,Indonesia
"RS HARAPAN KITAAB, JAKARTA BARAT, Indonesia",RS JANTUNG DAN PEMBULUH DARAH HARAPAN KITA,Indonesia
"RS INDRIATI, SOLO, Indonesia",RS INDRIATI SOLO,Indonesia
"RS EYE RETINA SURGEONS, SINGAPORE, SINGAPORE, SIN",EYE AND RETINA SURGEONS SINGAPORE,Singapore
"RS ONCO CARE CANCER CENTRE, SINGAPORE, SINGAPORE,",ONCOCARE CANCER CENTRE SINGAPORE,Singapore
"RS APOTEK PARAMA SIDHI, INDONESIA, INDONESIA, INDO",APOTEK PARAMA SIDHI,Indonesia
"RS PRODIA LABORATORIUM SETIABUDI SEMARANG, SEMARAN",PRODIA SETIABUDI SEMARANG,Indonesia
"RS APOTEK SARIKA SEMARANG, INDONESIA, INDONESIA, I",APOTEK SARIKA SEMARANG,Indonesia
"RS APOTEK SURYASARI SEJAHTERA, INDONESIA, INDONESI",APOTEK SURYASARI SEJAHTERA,Indonesia
"RS APOTIK RINI, INDONESIA, INDONESIA, INDONESIA, I",APOTEK RINI,Indonesia
"RS KEMANG MEDICAL CARE, JAKARTA SELATAN, Indonesia",RS KEMANG MEDICAL CARE,Indonesia
"RS ATMA JAYA JAKARTA, JAKARTA UTARA, Indonesia",RS ATMA JAYA JAKARTA,Indonesia
"RS ONCOCARE CANCER CENTRE, SINGAPORE, SINGAPORE, S",ONCOCARE CANCER CENTRE SINGAPORE,Singapore
"RS RSUD SUMEDANG, INDONESIA, INDONESIA, INDONESIA,",RSUD SUMEDANG,Indonesia
"RS INTERNATIONAL EYE CATARACT RETINA CENTRE, SINGA",INTERNATIONAL EYE CATARACT RETINA CENTRE SINGAPORE,Singapore
"RS W LUMAN DIGESTIVE AND LIVER CLINIC, SINGAPORE,",W LUMAN DIGESTIVE AND LIVER CLINIC SINGAPORE,Singapore
"RSIA PERMATA HATI, INDONESIA, INDONESIA, INDONESIA",RS PERMATA HATI,Indonesia
"RS EAR NOSE THROAT CENTRE CC LAU, SINGAPORE, SING",EAR NOSE THROAT CENTRE CC LAU SINGAPORE,Singapore
"RSIA SANTA ANNA LAMPUNG, BANDAR LAMPUNG, Indonesia",RSIA SANTA ANNA BANDAR LAMPUNG,Indonesia
"RS KMN KEMAYORAN, INDONESIA, INDONESIA, INDONESIA,",KLINIK MATA NUSANTARA KEMAYORAN,Indonesia
"RS MURNI ASIH TANGERANGU, TANGERANG, Indonesia",RS MURNI ASIH,Indonesia
"RS AWAL BROS TANGERANG, TANGERANG, Indonesia",RS AWAL BROS TANGERANG,Indonesia
"RS JAKARTA MEDICAL CENTER (JMC), JAKARTA SELATAN,",RS JAKARTA MEDICAL CENTER,Indonesia
"RS HERMINA BOGOR, BOGOR, Indonesia",RS HERMINA BOGOR,Indonesia
"RS LIRA MEDIKA, KARAWANG, Indonesia",RS LIRA MEDIKA,Indonesia
"RS URIP SUMOHARJO BANDAR LAMPUNG, BANDAR LAMPUNG,",RS URIP SUMOHARJO BANDAR LAMPUNG,Indonesia
"RS KARYA HUSADA CIKAMPEK, CIKAMPEK, Indonesia",RS KARYA HUSADA CIKAMPEK,Indonesia
"RS STELLA MARIS MAKASSAR, MAKASSAR, Indonesia",RS STELLA MARIS MAKASSAR,Indonesia
"RS HARAPAN ANDA TEGAL, TEGAL, Indonesia",RS HARAPAN ANDA TEGAL,Indonesia
"RSIA LIMIJATI BANDUNG, BANDUNG, Indonesia",RS LIMIJATI,Indonesia
"RS MUSLIMAT JOMBANG, JOMBANG, Indonesia",RSIA MUSLIMAT JOMBANG,Indonesia
"RS ISLAM SUKAPURA JAKARTA, JAKARTA UTARA, Indonesi",RS ISLAM JAKARTA SUKAPURA,Indonesia
"RS KASIH IBU SABAU, GIANYAR, Indonesia",RS KASIH IBU SABA GIANYAR,Indonesia
"RS HERMINA ARCAMANIK BANDUNG, BANDUNG, Indonesia",RS HERMINA ARCAMANIK,Indonesia
"RSIA LOMBOK DUA DUA SURABAYA, SURABAYA, Indonesia",RSIA LOMBOK DUA DUA,Indonesia
"RS RUMKITAL DR. MIDIYATO, TANJUNG PINANG, INDONESI",RSAL DR MIDIYATO,Indonesia
"RS APOTIK MERDEKA, TANJUNG PINANG, INDONESIA, TANJ",APOTEK MERDEKA,Indonesia
"RS INSTITUT JANTUNG NEGARA KUALA LUMPUR, KUALA LUM",INSTITUT JANTUNG NEGARA KUALA LUMPUR,Malaysia
"RS ST THERESIA JAMBI, JAMBI, Indonesia",RS ST THERESIA JAMBI,Indonesia
"RS APOTEK HANDAYANI, INDONESIA, INDONESIA, INDONES",APOTEK HANDAYANI,Indonesia
"RS PLUIT, INDONESIA, INDONESIA, INDONESIA, INDONES",RS PLUIT,Indonesia
"KLINIK MATA NUSANTARA, INDONESIA, INDONESIA, INDON",KLINIK MATA NUSANTARA,Indonesia
"RS KHUSUS BEDAH HALIMUN, INDONESIA, INDONESIA, IND",RS KHUSUS BEDAH HALIMUN,Indonesia
"RS APOTIK LIBRA, INDONESIA, INDONESIA, INDONESIA,",APOTEK LIBRA,Indonesia
"RSIA CATHERINE BOOTH, MAKASSAR, Indonesia",RSIA CARTHERINE BOOTH,Indonesia
"RS SARI ASIH, INDONESIA, INDONESIA, INDONESIA, IND",RS SARI ASIH,Indonesia
"RS APOTIK BERKAT, INDONESIA, INDONESIA, INDONESIA,",APOTEK BERKAT,Indonesia
"RS HAPSAH, INDONESIA, INDONESIA, INDONESIA, INDONE",RS HAPSAH,Indonesia
"RS SRM MERIDIA, INDONESIA, INDONESIA, INDONESIA, I",RS SRM MERIDIAN,Indonesia
"RS SINGAPORE HEART STROKE CANCER PTE LTD, SINGAPO",SINGAPORE HEART STROKE CANCER CENTRE PTE LTD,Singapore
"RSIA BRAWIJAYA BOJONGSARI, DEPOK, Indonesia",BRAWIJAYA HOSPITAL BOJONGSARI,Indonesia
"RS SYARIF HIDAYATULLAH, TANGERANG SELATAN, Indones",RS SYARIF HIDAYATULLAH,Indonesia
"RS HERMINA BANYUMANIK, SEMARANG, Indonesia",RS HERMINA BANYUMANIK,Indonesia
"RS HERMINA KEMAYORANU, JAKARTA UTARA, Indonesia",RS HERMINA KEMAYORAN,Indonesia
"RSIA BUNDA ASY SYIFA, BANDAR LAMPUNG, Indonesia",RSIA BUNDA ASY SYIFA,Indonesia
"RSIA MUTIARA BUNDA MALANG, MALANG, Indonesia",RSIA MUTIARA BUNDA MALANG,Indonesia
"RS PERKEBUNAN JEMBER, JEMBER, Indonesia",RS PERKEBUNAN (PTPN) X JEMBER,Indonesia
"RS SYIFA MEDIKAU, BANJARBARU, Indonesia",RSU SYIFA MEDIKA,Indonesia
"RS WAVA HUSADA MALANG, MALANG, Indonesia",RS WAVA HUSADA MALANG,Indonesia
"RS BOGORI, BOGOR, Indonesia",RS BOGOR,Indonesia
"RS PANTAI HOSPITAL KUALA LUMPUR, KUALA LUMPUR, Mal",PANTAI HOSPITAL KUALA LUMPUR,Malaysia
"RS PRAMITA LAB MADIUN, Madiun, Indonesia",PRAMITA LAB MADIUN,Indonesia
"RS DIAGNOSTIKA LABORATORIUM KLINIS, INDONESIA, IND",RS DIAGNOSTIKA LABORATORIUM KLINIS,Indonesia
"RSU MITRA HUSADA, INDONESIA, INDONESIA, INDONESIA,",RS MITRA HUSADA,Indonesia
"RS PRODIA KEDOYA, INDONESIA, INDONESIA, INDONESIA,",PRODIA KEDOYA,Indonesia
"RS TRIMITRA CIBINONG, BOGOR, Indonesia",RS TRIMITRA CIBINONG,Indonesia
"RS APOTEK HARAPAN SEHAT, INDONESIA, INDONESIA, IND",APOTEK HARAPAN SEHAT,Indonesia
"RS SATYA NEGARA SUNTER JAKARTA, JAKARTA UTARA, Ind",RS SATYA NEGARA SUNTER JAKARTA,Indonesia
"RS LEE HUNG MING EYE CENTRE, SINGAPORE, SINGAPORE,",LEE HUNG MING EYE CENTRE SINGPORE,Singapore
"RS MUTIARA HATI MOJOKERTO, MOJOKERTO, Indonesia",RS MUTIARA HATI MOJOKERTO,Indonesia
"RS NAHDLATUL ULAMA TUBAN, TUBAN, Indonesia",RS NAHDATUL ULAMA TUBAN,Indonesia
"RS PRODIA LABORATORIUM KLINIK, INDONESIA, INDONESI",PRODIA,Indonesia
"RS PROF. DR. DR. H. ASKANDAR, INDONESIA, INDONESIA",RS PROF DR DR H ASKANDAR,Indonesia
"RS RSUD MGR GABRIEL MANEK, INDONESIA, INDONESIA, I",RSUD MGR GABRIEL MANEK,Indonesia
"RS YAP WEE SEE RESPIRATORY, SINGAPORE, SINGAPORE,",YAP WEE SEE RESPIRATORY AND SLEEP CLINIC SINGAPORE,Singapore
"RS HERMINA PASTEUR BANDUNG, BANDUNG, Indonesia",RS HERMINA PASTEUR,Indonesia
"RS DR. GEDE UTOMO, SP.A, SURABAYA, INDONESIA, SURA",RS DR GEDE UTOMO SPA,Indonesia
"RS DR. SRI KUSUMA WARDANI, INDONESIA, INDONESIA, I",RS DR SRI KUSUMA WARDANI,Indonesia
"RS METROPOLITAN MEDICAL CENTRE (MMC), INDONESIA, I",RS METROPOLITAN MEDICAL CENTRE (MMC),Indonesia
"RS MEDIKA BSD TANGERANG, TANGERANG, Indonesia",RS MEDIKA BSD,Indonesia
"RS DR. NELLIE RASJID, SPA, INDONESIA, INDONESIA, I",RS DR NELLIE RASJID SPA,Indonesia
"RS YPK MANDIRI JAKARTA PUSATU, JAKARTA PUSAT, Indo",RSU YPK MANDIRI JAKARTA PUSAT,Indonesia
"RS PKU MUHAMMADIYAH KARANGANYAR, INDONESIA, INDONE",RS PKU MUHAMMADIYAH KARANGANYAR,Indonesia
"RS PRODIA METRO PERMATA TANGERANG, INDONESIA, INDO",PRODIA METRO PERMATA TANGERANG,Indonesia
"RS CENTRE FOR UROLOGY, SINGAPORE, SINGAPORE, SINGA",CENTRE FOR UROLOGY ROBOTIC MINIMALLY INVASIVE,Singapore
"RS SUMBER KASIH CIREBON, CIREBON, Indonesia",RS SUMBER KASIH CIREBON,Indonesia
"RS MITRA MEDIKA PONTIANAK, PONTIANAK, Indonesia",RS MITRA MEDIKA PONTIANAK,Indonesia
"RS HERMINA DEPOK, DEPOK, Indonesia",RS HERMINA DEPOK,Indonesia
"RS HARAPAN BERSAMA SINGKAWANG, SINGKAWANG, Indones",RS HARAPAN BERSAMA SINGKAWANG,Indonesia
"RS PELABUHAN SURABAYA (PHC SURABAYA), SURABAYA, In",RS PELABUHAN SURABAYA (PHC SURABAYA),Indonesia
"RS BUNDA JAKARTAU, JAKARTA PUSAT, Indonesia",RS BUNDA JAKARTA,Indonesia
"RS ICHSAN MEDICAL CENTRE BINTARO, TANGERANG, Indon",RS ICHSAN MEDICAL CENTRE BINTARO,Indonesia
"RS JATI SAMPURNA BEKASI, BEKASI, Indonesia",RS JATI SAMPURNA,Indonesia
"RS MITRA KELUARGA KALIDERES, JAKARTA BARAT, Indone",MITRA KELUARGA KALIDERES,Indonesia
"RS NGESTI WALUYO TEMANGGUNG, TEMANGGUNG, Indonesia",RS NGESTI WALUYO,Indonesia
"RSIA HUSADA BUNDA MALANG, MALANG, Indonesia",RSIA HUSADA BUNDA MALANG,Indonesia
"RSIA ANUGERAH SEMARANG, SEMARANG, Indonesia",RSIA ANUGERAH SEMARANG,Indonesia
"RS DR BAMBANG SUSANTO, INDONESIA, INDONESIA, INDON",RS DR BAMBANG SUSANTO,Indonesia
"RS SMECO, JAKARTA, INDONESIA, JAKARTA, INDONESIA",RS SMECO,Indonesia
"RS PROF. DR. DAVID HANDOJO MUJIONO, SP.PD, INDONES",RS PROF DR DAVID HANDOJO MUJIONO SPPD,Indonesia
"RS BIO MEDIKA LABORATORIUM KLINIK, INDONESIA, INDO",BIOMEDIKA LABORATORIUM KLINIK,Indonesia
"RS DR. SRI KUSUMAWARDANI, SP.A, MALANG, INDONESIA,",RS DR SRI KUSUMA WARDANI SPA,Indonesia
"RS APOTEK GANGSAR REJEKI, INDONESIA, INDONESIA, IN",APOTEK GANGSAR REJEKI,Indonesia
"RS DR SRI KUSUMA WARDANI, INDONESIA, INDONESIA, IN",RS DR SRI KUSUMA WARDANI SPA,Indonesia
"RS DR. DR. KRISNI SUBANDIYAH, SP.A(K), MALANG, IND",RS DR DR KRISNI SUBANDIYAH SP A(K),Indonesia
"RS LABORATORIUM KLINIK SIMA, INDONESIA, INDONESIA,",LABORATORIUM KLINIK SIMA,Indonesia
"RS LAVALETTE MALANG, MALANG, Indonesia",RS LAVALETTE,Indonesia
"RS PERMATA DEPOK, DEPOK, Indonesia",RS PERMATA DEPOK,Indonesia
"RS SARI MULIA BANJARMASIN, BANJARMASIN, Indonesia",RS SARI MULIA BANJARMASIN,Indonesia
"RS ADVENT LAMPUNG, BANDAR LAMPUNG, Indonesia",RS ADVENT LAMPUNG,Indonesia
"RS ASRI PURWAKARTA, PURWAKARTA, Indonesia",RS ASRI PURWAKARTA,Indonesia
"RS MITRA KELUARGA TEGAL, TEGAL, Indonesia",MITRA KELUARGA TEGAL,Indonesia
"RSIA BUNDA SEMARANG, SEMARANG, Indonesia",RSIA BUNDA SEMARANG,Indonesia
"RS HERMINA PANDANARAN SEMARANG, SEMARANG, Indonesi",RS HERMINA PANDANARAN,Indonesia
"RS APOTIK LAUTAN BERKAT, INDONESIA, INDONESIA, IND",APOTEK LAUTAN BERKAT,Indonesia
"KLINIK FISIOTERAPI PURI, INDONESIA, INDONESIA, IND",KLINIK FISIOTERAPI PURI,Indonesia
"RS HERMINA MAKASSAR, MAKASSAR, Indonesia",RS HERMINA MAKASSAR,Indonesia
RS DR. LEO AESTHETIC PLASTIC RECONTRUCTIVE SURGER,RS DR LEO AESTHETIC PLASTIC RECONTRUCTIVE SURGER,Singapore
"RS ASIAN HEART VASCULAR CENTRE, SINGAPORE, SINGAPO",ASIAN HEART AND VASCULAR CENTRE SINGAPORE,Singapore
"RS PRODIA SURABAYA, INDONESIA, INDONESIA, INDONESI",PRODIA SURABAYA,Indonesia
"RS UD Sukoharjo, SURABAYA, INDONESIA",RS UD SUKOHARJO,Indonesia
"RS DR YUSLAM SAMIHARDJA PAK, INDONESIA, INDONESIA,",RS DR YUSLAM SAMIHARDJA PAK,Indonesia
"RS PRAMITA LAB, INDONESIA, INDONESIA, INDONESIA, I",LABORATORIUM DAN KLINIK PRAMITA,Indonesia
"RS SOO KHEE CHEE SURGERY, SINGAPORE, SINGAPORE, SI",SOO KHE CEE SURGEY SINGAPORE,Singapore
"RS BIOTEST, INDONESIA, INDONESIA, INDONESIA, INDON",BIO TEST LABORATORIUM KLINIK,Indonesia
"RS BRAWIJAYA HOSPITAL SAWANGAN, INDONESIA, INDONES",BRAWIJAYA HOSPITAL SAWANGAN,Indonesia
"RS METROPOLITAN MEDICAL CENTRE, JAKARTA, INDONESIA",RS METROPOLITAN MEDICAL CENTRE (MMC),Indonesia
"RS THE CANCER CENTRE, SINGAPORE, SINGAPORE, SINGAP",CANCER CENTRE SINGAPORE,Singapore
"RS EAGLE EYE CENTRE PTE LTD, SINGAPORE, SINGAPORE,",EAGLE EYE CENTRE PTE LTD SINGAPORE,Singapore
"RS MOUNT ALVERNIA HOSPITAL, SINGAPORE, SINGAPORE,",MOUNT ALVERNIA HOSPITAL SINGAPORE,Singapore
"RS PURWOREJOI, PURWOREJO, Indonesia",RS ISLAM PURWOREJO,Indonesia
"RS CIPUTRA MITRA BANJARMASIN (CIPUTRA HEALTHCARE),",CIPUTRA MITRA BANJARMASIN,Indonesia
"RS THE OBSTETRICS AND GYNAECOLOGY PRACTICE, SINGAP",OBSTETRICS AND GYNAECOLOGY PRACTICE SINGAPORE,Singapore
"RS TAN TOCK SENG HOSPITAL SINGAPORE, SINGAPORE, Si",TAN TOCK SENG HOSPITAL SINGAPORE,Singapore
"RS DR. PAULUS A. HAMZAH, SP.A, SURABAYA, INDONESIA",RS DR PAULUS A HAMZAH SPA,Indonesia
"RS KPJ KAJANG SPECIALIST HOSPITAL, SELANGOR, Malay",KPJ KAJANG SPECIALIST HOSPITAL SELANGOR,Malaysia
"RS HERMINA GRAND WISATA BEKASI, BEKASI, Indonesia",RS HERMINA GRAND WISATA,Indonesia
"RS SARAH MEDANU, MEDAN, Indonesia",RSU SARAH MEDAN,Indonesia
"RS RSUP WAHIDIN SUDIROHUSODO, INDONESIA, INDONESIA",RSUP WAHIDIN SUDIROHUSODO,Indonesia
"RS BUNDA BMC PADANGU, PADANG, Indonesia",RS BUNDA BMC PADANG,Indonesia
"RS RAFFLES HOSPITAL, SINGAPORE, Singapore",RAFFLES HOSPITAL SINGAPORE,Singapore
"RS SANTOSA HOSPITAL BANDUNG, INDONESIA, INDONESIA,",SANTOSA HOSPITAL BANDUNG,Indonesia
"RS MEDI KIDS KLINIK APOTIK, JAKARTA, INDONESIA, J",RS MEDI KIDS KLINIK APOTIK,Indonesia
"KLINIK ANANDA, TANGERANG, INDONESIA, TANGERANG, IN",KLINIK ANANDA,Indonesia
"RS INTAN HUSADA, INDONESIA, INDONESIA, INDONESIA,",RS INTAN HUSADA,Indonesia
"RS NYAM COLON, RECTAL GENERAL SURERY, SINGAPORE,",NYAM COLON RECTAL GENERAL SURERY SINGAPORE,Singapore
"RS APOTIK NUSANTARA, SURABAYA, INDONESIA, SURABAYA",APOTEK NUSANTARA,Indonesia
"RS HAJI JAKARTA, INDONESIA, INDONESIA, INDONESIA,",RS HAJI JAKARTA,Indonesia
"RS UNIT FISIOTHERAPY HALIMUN MEDICAL CENTER, INDON",RS KHUSUS BEDAH HALIMUN,Indonesia
"RS UNIVERSITAS MUHAMMADIYAH MALANG, MALANG, Indone",RS UNIVERSITAS MUHAMMADIYAH MALANG,Indonesia
"RS KEBON JATI BANDUNG, BANDUNG, Indonesia",RS KEBON JATI BANDUNG,Indonesia
"RS CITRA HARAPAN BEKASI, BEKASI, Indonesia",RS CITRA HARAPAN BEKASI,Indonesia
"RS SURYA HUSADHA DENPASAR, DENPASAR, Indonesia",RS SURYA HUSADA DENPASAR,Indonesia
"RS INSAN PERMATA TANGERANG, TANGERANG, Indonesia",RS INSAN PERMATA TANGERANG,Indonesia
"RS COLUMBIA ASIA PULOMAS, JAKARTA TIMUR, Indonesia",COLUMBIA ASIA PULOMAS,Indonesia
"RS PERTAMINA BINTANG AMIN BANDAR LAMPUNG, BANDAR L",RS PERTAMINA BINTANG AMIN BANDAR LAMPUNG,Indonesia
"RS HAEM-ONC CLINIC, SINGAPORE, SINGAPORE, SINGAPOR",HAEM ONC CLINIC PTE LTD SINGAPORE,Singapore
"RS AURA SYIFA KEDIRI, KEDIRI, Indonesia",RS AURA SYIFA KEDIRI,Indonesia
"RS TASIK MEDIKA CITRATAMA ( TMC ), TASIKMALAYA, In",RS TASIK MEDIKA CITRATAMA TMC,Indonesia
"RS TBA, INDONESIA, INDONESIA, INDONESIA, INDONESIA",RS TBA,Indonesia
"RS AWAL BROS BATAM, BATAM, Indonesia",RS AWAL BROS BATAM,Indonesia
"RSU MAMAMI KUPANG, INDONESIA, INDONESIA, INDONESIA",RS MAMAMI,Indonesia
"RS SUMBER WARAS JAKARTA, JAKARTA BARAT, Indonesia",RS SUMBER WARAS JAKARTA,Indonesia
"RS AISYIYAH MALANGI, MALANG, Indonesia",RS AISYIYAH MALANG,Indonesia
"RS APOTIK TIARA, INDONESIA, INDONESIA, INDONESIA,",APOTEK TIARA,Indonesia
"RS RSUP DR SOERADJI TIRTONEGORO KLATEN, INDONESIA,",RSUP DR SOERADJI TIRTONEGORO,Indonesia
"RS COLORECTAL CLINIC ASSOCIATES, SINGAPORE, INDONE",COLORECTAL CLINIC ASSOCIATES SINGAPORE,Singapore
"RS RS. KHUSUS BEDAH KARIMA UTAMA, INDONESIA, INDON",RS KHUSUS BEDAH KARIMA UTAMA,Indonesia
"RSIA FRIDHY ANGEL, BATAM, INDONESIA, BATAM, INDONE",RSIA FRISDHY ANGEL,Indonesia
"RS DR. SOEMANTO, SEMARANG, INDONESIA, SEMARANG, IN",RS DR SOEMANTO,Indonesia
"RS HSC MEDICAL CENTER K.L SDN BHD, MALAYSIA, MALAY",HSC MEDICAL CENTER KL SDN BHD MALAYSIA,Malaysia
"RS DR SRI KUSUMA WARDANI SPA, INDONESIA, INDONESIA",RS DR SRI KUSUMA WARDANI SPA,Indonesia
"RS APOTEK SEJATI, INDONESIA, INDONESIA, INDONESIA,",APOTEK SEJATI,Indonesia
"RS BRAWIJAYA CLINIC KEMANG, JAKARTA SELATAN, Indon",BRAWIJAYA CLINIC KEMANG,Indonesia
"RS THE NOVENA MEDICAL SPECIALIST, SINGAPORE, SINGA",NOVENA MEDICAL SPECIALIST SINGAPORE,Singapore
"RS BERNARD LIM SPECIALIST SURGERY, SINGAPORE, SING",BERNARD LIM SPECIALIST SURGERY SINGAPORE,Singapore
"RS APOTEK SOMPOK, INDONESIA, INDONESIA, INDONESIA,",APOTEK SOMPOK,Indonesia
"RS PRODIA LABORATORIUM MT HARYONO SEMARANG, SEMARA",PRODIA MT HARYONO SEMARANG,Indonesia
"RS RICHARD CHEW SURGERY PTE LTD, SINGAPORE, SINGAP",RICHARD CHEW SURGERY PTE LTD SINGAPORE,Singapore
"RS FARRER PARK HOSPITAL, SINGAPORE, Singapore",FARRER PARK HOSPITAL SINGAPORE,Singapore
"RS KHUSUS BEDAH HALIMUN, JAKARTA, INDONESIA, JAKAR",RS KHUSUS BEDAH HALIMUN,Indonesia
"RS PARKWAY SHENTON, SINGAPORE, SINGAPORE, SINGAPOR",PARKWAY SHENTON SINGAPORE,Singapore
"RS ISLAM AISYIYAH, INDONESIA, INDONESIA, INDONESIA",RS ISLAM AISYIYAH,Indonesia
"RS JOYCE LIM SKIN AND LASER CLINIC, SINGAPORE, SIN",JOYCE LIM SKIN AND LASER CLINIC SINGAPORE,Singapore
"RS RS. PLUIT, INDONESIA, INDONESIA, INDONESIA, IND",RS PLUIT,Indonesia
"RS PERMATA MEDIKA KEBUMEN, KEBUMEN, Indonesia",RS PERMATA MEDIKA KEBUMEN,Indonesia
"RS RS. KHUSUS BEDAH SINDUADI, INDONESIA, INDONESIA",RS KHUSUS BEDAH SINDUADI,Indonesia
"RS SIMA LAB, INDONESIA, INDONESIA, INDONESIA, INDO",LABORATORIUM KLINIK SIMA,Indonesia
"RS RS. DR. SUYOTO, INDONESIA, INDONESIA, INDONESIA",RS DR SUYOTO,Indonesia
"RS DR. NUGROHO SUHARSONO, SP. THT-KL, SURABAYA, IN",RS DR NUGROHO SUHARSONO SPTHT KL,Indonesia
"RS PARAHITA, DIAGNOSTIC CENTER SURABAYA, SURABAYA,",RS PARAHITA DIAGNOSTIC CENTER SURABAYA,Indonesia
